gene_family	condensate_mapped_rows	condensate_best_score	condensate_mean_score	condensate_median_score	condensate_best_rank_cyano	condensate_training_positive_rows	condensate_withheld_rows	condensate_label_names	condensate_label_sources	condensate_best_products	condensate_best_organisms	condensate_mapping_methods	condensate_mapping_conflict_rows	condensate_family_rank	condensate_family_percentile	candidate_set	product	module_bin	fox_status	consensus_rank_pct_mean	diazotroph_pct_mean	primary_bridge_broad_ge1u_ge1f	strict_unicellular_breadth_ge3u_ge1f	is_model_supported	is_highly_pure	is_candidate_inventory	top_1pct	top_5pct	top_10pct	top_20pct
GF_00290	1	0.1479932057121766	0.1479932057121766	0.1479932057121766	420	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	27	0.020594965675057208	Model-Supported	ATP-dependent Clp protease ATP-binding subunit	Other / unassigned	Novel/uncertain candidate	0.3165869218500797	0.4095940959409594	True	True	True	False	True	False	True	True	True
GF_00087	1	0.1300159684525705	0.1300159684525705	0.1300159684525705	439	0	0			30S ribosomal protein S11	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	28	0.02135774218154081	Model-Supported	30S ribosomal protein S11	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.0474481658692185	0.2635294117647059	True	True	True	False	True	False	True	True	True
GF_00394	1	0.0855762190956068	0.0855762190956068	0.0855762190956068	493	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	30	0.02288329519450801	Model-Supported	RNA recognition motif domain-containing protein	Other / unassigned	Novel/uncertain candidate	0.4549441786283891	0.8305084745762712	False	False	True	False	True	False	True	True	True
GF_00323	1	0.0750435809978487	0.0750435809978487	0.0750435809978487	511	0	0			peptide chain release factor 1	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	31	0.02364607170099161	Model-Supported	peptide chain release factor 1	Other / unassigned	Novel/uncertain candidate	0.6463317384370015	0.515527950310559	True	True	True	False	True	False	True	True	True
GF_00353	1	0.0733839557936754	0.0733839557936754	0.0733839557936754	515	0	0			30S ribosomal protein S5	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	32	0.02440884820747521	Model-Supported	30S ribosomal protein S5	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3281499202551834	0.4705882352941176	True	True	True	False	True	False	True	True	True
GF_01842	1	0.0526497595010733	0.0526497595010733	0.0526497595010733	586	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	35	0.02669717772692601	Model-Supported	magnesium chelatase ATPase subunit D	Other / unassigned	Novel/uncertain candidate	0.3712121212121212	0.8846153846153846	False	False	True	False	True	False	True	True	True
GF_00536	1	0.0416745608488322	0.0416745608488322	0.0416745608488322	615	0	0			gas vesicle structural protein GvpA	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	36	0.02745995423340961	Model-Supported	gas vesicle structural protein GvpA	Other / unassigned	Novel/uncertain candidate	0.79585326953748	0.5309734513274337	True	True	True	False	True	False	True	True	True
GF_01231	1	0.0310214561118501	0.0310214561118501	0.0310214561118501	680	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	40	0.03051106025934401	Model-Supported	50S ribosomal protein L33	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.1762360446570973	0.3405572755417956	True	True	True	False	True	False	True	True	True
GF_00435	1	0.0261811325837726	0.0261811325837726	0.0261811325837726	709	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	42	0.032036613272311214	Model-Supported	rod shape-determining protein	Other / unassigned	Novel/uncertain candidate	0.534688995215311	0.510989010989011	True	True	True	False	True	False	True	True	True
GF_00615	1	0.0256816515079884	0.0256816515079884	0.0256816515079884	712	0	0			F0F1 ATP synthase subunit gamma	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	43	0.03279938977879481	Model-Supported	F0F1 ATP synthase subunit gamma	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3680223285486443	0.7560975609756098	True	False	True	False	True	False	True	True	True
GF_00455	1	0.0231795900021605	0.0231795900021605	0.0231795900021605	744	0	0			chorismate synthase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	44	0.033562166285278416	Model-Supported	chorismate synthase	Other / unassigned	Novel/uncertain candidate	0.8740031897926634	0.6631578947368421	True	True	True	False	True	False	True	True	True
GF_01813	1	0.0209091535409563	0.0209091535409563	0.0209091535409563	769	0	0			phosphoglycerate kinase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	46	0.03508771929824561	Model-Supported	phosphoglycerate kinase	Other / unassigned	Novel/uncertain candidate	0.4094896331738437	0.5972222222222222	True	False	True	False	True	False	True	True	True
GF_00178	1	0.0148402800165833	0.0148402800165833	0.0148402800165833	852	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	47	0.03585049580472922	Model-Supported	50S ribosomal protein L36	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.2862838915470495	0.2934782608695652	True	True	True	False	True	False	True	True	True
GF_00300	1	0.0147021752235284	0.0147021752235284	0.0147021752235284	856	0	0			magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	49	0.03737604881769641	Model-Supported	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	Other / unassigned	Novel/uncertain candidate	0.9505582137161084	0.7864077669902912	True	True	True	False	True	False	True	True	True
GF_02262	1	0.0144357655452441	0.0144357655452441	0.0144357655452441	863	0	0			co-chaperone GroES	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	50	0.03813882532418002	Model-Supported	co-chaperone GroES	Other / unassigned	Novel/uncertain candidate	0.775518341307815	0.276657060518732	True	True	True	False	True	False	True	True	True
GF_02093	1	0.0138352919210836	0.0138352919210836	0.0138352919210836	883	0	0			polyribonucleotide nucleotidyltransferase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	51	0.038901601830663615	Model-Supported	polyribonucleotide nucleotidyltransferase	Other / unassigned	Novel/uncertain candidate	0.7468102073365231	0.7747747747747747	True	False	True	False	True	False	True	True	True
GF_01617	1	0.0127722890166026	0.0127722890166026	0.0127722890166026	899	0	0			Dps family protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	53	0.04042715484363082	Model-Supported	Dps family protein	Other / unassigned	Novel/uncertain candidate	0.532695374800638	0.8266666666666667	False	False	True	False	True	False	True	True	True
GF_02071	1	0.0098800407485654	0.0098800407485654	0.0098800407485654	971	0	0			methionine adenosyltransferase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	55	0.041952707856598014	Model-Supported	methionine adenosyltransferase	Other / unassigned	Novel/uncertain candidate	0.8991228070175439	0.822429906542056	True	True	True	False	True	False	True	True	True
GF_00363	1	0.0094811109962602	0.0094811109962602	0.0094811109962602	984	0	0			30S ribosomal protein S7	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	56	0.04271548436308162	Model-Supported	30S ribosomal protein S7	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.8253588516746412	0.7864077669902912	True	False	True	False	True	False	True	True	True
GF_00349	1	0.0092768275172152	0.0092768275172152	0.0092768275172152	987	0	0			elongation factor Tu	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	57	0.043478260869565216	Model-Supported	elongation factor Tu	Other / unassigned	Novel/uncertain candidate	0.6168261562998405	0.3894736842105263	True	True	True	False	True	False	True	True	True
GF_00729	1	0.0084611293367722	0.0084611293367722	0.0084611293367722	1014	0	0			translation elongation factor 4	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	58	0.04424103737604882	Model-Supported	translation elongation factor 4	Other / unassigned	Novel/uncertain candidate	0.388755980861244	0.4163424124513619	True	True	True	False	True	False	True	True	True
GF_00658	1	0.0072198521203044	0.0072198521203044	0.0072198521203044	1061	0	0			ATP-dependent protease ATP-binding subunit ClpX	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	59	0.04500381388253242	Model-Supported	ATP-dependent protease ATP-binding subunit ClpX	Other / unassigned	Novel/uncertain candidate	0.6088516746411483	0.5706214689265536	True	True	True	False	True	False	True	True	True
GF_00603	1	0.0063313027883674	0.0063313027883674	0.0063313027883674	1112	0	0			50S ribosomal protein L32	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	62	0.04729214340198322	Model-Supported	50S ribosomal protein L32	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.7651515151515151	0.6339285714285714	True	True	True	False	True	False	True	True	True
GF_01616	9	0.0053822542253348	0.0013937142415394012	0.0003225571511835	1167	0	0			fasciclin domain-containing protein	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	63	0.04805491990846682	Model-Supported	fasciclin domain-containing protein	Other / unassigned	Novel/uncertain candidate	0.4342105263157895	0.847457627118644	True	False	True	False	True	False	True	True	True
GF_00208	1	0.0041377171324349	0.0041377171324349	0.0041377171324349	1252	0	0			30S ribosome-binding factor RbfA	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	68	0.05186880244088482	Model-Supported	30S ribosome-binding factor RbfA	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3831738437001595	0.8909090909090909	False	False	True	False	True	False	False	True	True
GF_00814	7	0.0034416116439691	0.0012028186641560791	0.0008903563267663	1327	0	7			NifU family protein	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1; Trichodesmium erythraeum IMS101	cluster_id_to_GF; uniprot_id_to_GF	0	70	0.05339435545385202	Model-Supported	NifU family protein	Nitrogenase / nif machinery	Novel/uncertain candidate	0.507177033492823	0.3373493975903614	True	True	True	False	True	False	False	True	True
GF_00434	1	0.0029446927289353	0.0029446927289353	0.0029446927289353	1387	0	0			GuaB3 family IMP dehydrogenase-related protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	75	0.057208237986270026	Model-Supported	GuaB3 family IMP dehydrogenase-related protein	Other / unassigned	FOX-consistent support function (plausible rediscovery)	0.6156299840510367	0.3115942028985507	True	True	True	False	True	False	False	True	True
GF_02157	6	0.0027246432892085	0.0006826807192953187	0.00031308634924450004	1417	0	0				Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	76	0.057971014492753624	Model-Supported	acetolactate synthase small subunit	Other / unassigned	Novel/uncertain candidate	0.4661084529505582	0.5266272189349113	True	False	True	False	True	False	False	True	True
GF_01399	1	0.0019731006856246	0.0019731006856246	0.0019731006856246	1540	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	82	0.06254767353165523	Model-Supported	30S ribosomal protein S1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.8831738437001595	0.4821428571428571	True	True	True	False	True	False	False	True	True
GF_00796	1	0.0018223035964842	0.0018223035964842	0.0018223035964842	1568	0	0			50S ribosomal protein L11	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	83	0.06331045003813883	Model-Supported	50S ribosomal protein L11	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.868421052631579	0.5439560439560439	True	True	True	False	True	False	False	True	True
GF_00124	1	0.0018131224232654	0.0018131224232654	0.0018131224232654	1571	0	0			urease subunit gamma	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	84	0.06407322654462243	Model-Supported	urease subunit gamma	Other / unassigned	Novel/uncertain candidate	0.5805422647527911	0.4921465968586387	True	True	True	False	True	False	False	True	True
GF_02136	1	0.0016800836834914	0.0016800836834914	0.0016800836834914	1606	0	0			NAD(P)H-quinone oxidoreductase subunit I	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	85	0.06483600305110603	Model-Supported	NAD(P)H-quinone oxidoreductase subunit I	Other / unassigned	Novel/uncertain candidate	0.0996810207336523	0.4131274131274131	True	True	True	False	True	False	False	True	True
GF_00741	1	0.0015332049212872	0.0015332049212872	0.0015332049212872	1648	0	0			3-isopropylmalate dehydrogenase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	87	0.06636155606407322	Model-Supported	3-isopropylmalate dehydrogenase	Other / unassigned	FOX-consistent support function (plausible rediscovery)	0.4665071770334928	0.6666666666666666	True	True	True	False	True	False	False	True	True
GF_01921	2	0.0014229732459708	0.0009660841035745	0.0009660841035745	1687	0	0			RtcB family protein	Microcystis aeruginosa NIES-843; Nostoc sp. PCC 7120	cluster_id_to_GF; uniprot_id_to_GF	0	88	0.06712433257055683	Model-Supported	RtcB family protein	Other / unassigned	Novel/uncertain candidate	0.3492822966507177	0.7719298245614035	True	False	True	False	True	False	False	True	True
GF_00857	1	0.0014090239783697	0.0014090239783697	0.0014090239783697	1695	0	0			F0F1 ATP synthase subunit alpha	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	89	0.06788710907704043	Model-Supported	F0F1 ATP synthase subunit alpha	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.6606858054226475	0.4672489082969432	True	True	True	False	True	False	False	True	True
GF_01926	1	0.0013024671581309	0.0013024671581309	0.0013024671581309	1729	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	90	0.06864988558352403	Model-Supported	DNA-directed RNA polymerase subunit gamma	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3684210526315789	0.4048582995951417	True	True	True	False	True	False	False	True	True
GF_00094	1	0.0011214394008861	0.0011214394008861	0.0011214394008861	1817	0	0			class II fructose-bisphosphatase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	91	0.06941266209000763	Model-Supported	class II fructose-bisphosphatase	Other / unassigned	Novel/uncertain candidate	0.5538277511961722	0.4622641509433962	True	True	True	False	True	False	False	True	True
GF_01393	1	0.0009847220580379	0.0009847220580379	0.0009847220580379	1899	0	0			HU family DNA-binding protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	94	0.07170099160945843	Model-Supported	HU family DNA-binding protein	Other / unassigned	Novel/uncertain candidate	0.3309409888357256	0.5051020408163265	True	True	True	False	True	False	False	True	True
GF_01841	1	0.0009763641903103	0.0009763641903103	0.0009763641903103	1907	0	0			bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	95	0.07246376811594203	Model-Supported	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	Other / unassigned	Novel/uncertain candidate	0.777511961722488	0.6666666666666666	True	False	True	False	True	False	False	True	True
GF_00970	1	0.0008406362109165	0.0008406362109165	0.0008406362109165	1998	0	0			redox-regulated ATPase YchF	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	101	0.07704042715484363	Model-Supported	redox-regulated ATPase YchF	O2 protection & redox homeostasis	Novel/uncertain candidate	0.2141148325358851	0.6304347826086957	True	False	True	False	True	False	False	True	True
GF_00895	1	0.000668739644285	0.000668739644285	0.000668739644285	2119	0	0			allophycocyanin subunit alpha	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	108	0.08237986270022883	Model-Supported	allophycocyanin subunit alpha	Other / unassigned	Novel/uncertain candidate	0.4441786283891547	0.4225941422594142	True	True	True	False	True	False	False	True	True
GF_01479	1	0.0006105309680407	0.0006105309680407	0.0006105309680407	2173	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	109	0.08314263920671243	Model-Supported	translational GTPase TypA	Other / unassigned	Novel/uncertain candidate	0.242822966507177	0.4144486692015209	True	True	True	False	True	False	False	True	True
GF_01449	1	0.0006065786358732	0.0006065786358732	0.0006065786358732	2178	0	0			(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	110	0.08390541571319603	Model-Supported	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	Other / unassigned	Novel/uncertain candidate	0.1218102073365231	0.3374233128834356	True	True	True	False	True	False	False	True	True
GF_01337	1	0.000590722982698	0.000590722982698	0.000590722982698	2191	0	0			sulfate adenylyltransferase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	111	0.08466819221967964	Model-Supported	sulfate adenylyltransferase	Other / unassigned	Novel/uncertain candidate	0.9222488038277512	0.8285714285714286	True	False	True	False	True	False	False	True	True
GF_00387	1	0.0005728957829954	0.0005728957829954	0.0005728957829954	2210	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	112	0.08543096872616324	Model-Supported	YifB family Mg chelatase-like AAA ATPase	Other / unassigned	Novel/uncertain candidate	0.5151515151515151	0.8076923076923077	True	False	True	False	True	False	False	True	True
GF_00385	1	0.0005662098924	0.0005662098924	0.0005662098924	2217	0	0			hypothetical protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	113	0.08619374523264683	Model-Supported	microcompartments protein	Other / unassigned	Novel/uncertain candidate	0.4477671451355661	0.8352941176470589	True	False	True	False	True	False	False	True	True
GF_00623	1	0.0005605709924888	0.0005605709924888	0.0005605709924888	2224	0	0			peptide chain release factor 3	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	114	0.08695652173913043	Model-Supported	peptide chain release factor 3	Other / unassigned	Novel/uncertain candidate	0.5454545454545454	0.5872093023255814	True	True	True	False	True	False	False	True	True
GF_01376	1	0.0005601634039568	0.0005601634039568	0.0005601634039568	2226	0	0			3-isopropylmalate dehydratase large subunit	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	115	0.08771929824561403	Model-Supported	3-isopropylmalate dehydratase large subunit	Other / unassigned	Novel/uncertain candidate	0.636762360446571	0.4105691056910569	True	True	True	False	True	False	False	True	True
GF_00727	1	0.0005495781121723	0.0005495781121723	0.0005495781121723	2245	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	117	0.08924485125858124	Model-Supported	ATP-dependent zinc metalloprotease FtsH3	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.2200956937799043	0.4085603112840467	True	True	True	False	True	False	False	True	True
GF_00864	1	0.0005247370472514	0.0005247370472514	0.0005247370472514	2273	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	120	0.09153318077803203	Model-Supported	type IV pilus twitching motility protein PilT	Other / unassigned	Novel/uncertain candidate	0.4421850079744816	0.5342465753424658	True	False	True	False	True	False	False	True	True
GF_02178	1	0.0005167030588519	0.0005167030588519	0.0005167030588519	2280	0	0			DNA topoisomerase (ATP-hydrolyzing) subunit B	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	121	0.09229595728451563	Model-Supported	DNA topoisomerase (ATP-hydrolyzing) subunit B	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.6084529505582137	0.7816091954022989	True	False	True	False	True	False	False	True	True
GF_00488	1	0.0004660246305367	0.0004660246305367	0.0004660246305367	2365	0	0			dihydroxy-acid dehydratase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	126	0.09610983981693363	Model-Supported	dihydroxy-acid dehydratase	Other / unassigned	Novel/uncertain candidate	0.7236842105263158	0.4066985645933014	True	True	True	False	True	False	False	True	True
GF_00963	1	0.0004172070869717	0.0004172070869717	0.0004172070869717	2434	0	0			small RNA NsiR4-regulated ssr1528 family protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	129	0.09839816933638444	Model-Supported	small RNA NsiR4-regulated ssr1528 family protein	Other / unassigned	Novel/uncertain candidate	0.3843700159489633	0.7432432432432432	False	False	True	False	True	False	False	True	True
GF_01540	1	0.0004113222555232	0.0004113222555232	0.0004113222555232	2443	0	0			50S ribosomal protein L1	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	130	0.09916094584286804	Model-Supported	50S ribosomal protein L1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.409090909090909	0.5141242937853108	True	False	True	False	True	False	False	True	True
GF_00408	4	0.0003995786013805	0.00023948805553227325	0.0002776140236182	2467	0	0			homospermidine biosynthesis protein	Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	132	0.10068649885583524	Model-Supported	deoxyhypusine synthase	Other / unassigned	Novel/uncertain candidate	0.293859649122807	0.8717948717948718	True	False	True	False	True	False	False	False	True
GF_00365	1	0.000380572549143	0.000380572549143	0.000380572549143	2504	0	0			50S ribosomal protein L19	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	133	0.10144927536231885	Model-Supported	50S ribosomal protein L19	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.1670653907496012	0.5494505494505495	True	False	True	False	True	False	False	False	True
GF_02152	1	0.0003798344951207	0.0003798344951207	0.0003798344951207	2506	0	0			elongation factor P	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	134	0.10221205186880244	Model-Supported	elongation factor P	Other / unassigned	Novel/uncertain candidate	0.7623604465709728	0.4320987654320987	True	False	True	False	True	False	False	False	True
GF_01945	1	0.0003534245851505	0.0003534245851505	0.0003534245851505	2551	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	137	0.10450038138825324	Model-Supported	response regulator transcription factor RpaB	Regulation	Novel/uncertain candidate	0.0466507177033492	0.2629107981220657	True	True	True	False	True	False	False	False	True
GF_01338	1	0.0003341963070819	0.0003341963070819	0.0003341963070819	2586	0	0			Mrp/NBP35 family ATP-binding protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	140	0.10678871090770405	Model-Supported	Mrp/NBP35 family ATP-binding protein	Other / unassigned	Novel/uncertain candidate	0.6439393939393939	0.6831683168316832	True	True	True	False	True	False	False	False	True
GF_00612	1	0.0003291063923804	0.0003291063923804	0.0003291063923804	2598	0	0			50S ribosomal protein L27	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	142	0.10831426392067124	Model-Supported	50S ribosomal protein L27	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.6371610845295056	0.3755868544600939	True	True	True	False	True	False	False	False	True
GF_01012	1	0.0003140674672433	0.0003140674672433	0.0003140674672433	2641	0	0			hypothetical protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	143	0.10907704042715484	Model-Supported	hypothetical protein	Stress / membrane / uncharacterized	Novel/uncertain candidate	0.4593301435406698	0.8571428571428571	False	False	True	False	True	False	False	False	True
GF_00355	1	0.0003000187977233	0.0003000187977233	0.0003000187977233	2686	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	145	0.11060259344012205	Model-Supported	histidinol dehydrogenase	Other / unassigned	FOX-consistent support function (plausible rediscovery)	0.3732057416267942	0.8904109589041096	True	False	True	False	True	False	False	False	True
GF_00346	1	0.0002951972252759	0.0002951972252759	0.0002951972252759	2699	0	0			phosphopyruvate hydratase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	146	0.11136536994660565	Model-Supported	phosphopyruvate hydratase	Other / unassigned	Novel/uncertain candidate	0.3748006379585327	0.8260869565217391	True	False	True	False	True	False	False	False	True
GF_01580	1	0.0002722368919234	0.0002722368919234	0.0002722368919234	2745	0	0			F0F1 ATP synthase subunit beta	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	148	0.11289092295957284	Model-Supported	F0F1 ATP synthase subunit beta	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.8600478468899522	0.5380434782608695	True	True	True	False	True	False	False	False	True
