gene_family	condensate_mapped_rows	condensate_best_score	condensate_mean_score	condensate_median_score	condensate_best_rank_cyano	condensate_training_positive_rows	condensate_withheld_rows	condensate_label_names	condensate_label_sources	condensate_best_products	condensate_best_organisms	condensate_mapping_methods	condensate_mapping_conflict_rows	condensate_family_rank	condensate_family_percentile	candidate_set	product	module_bin	fox_status	consensus_rank_pct_mean	diazotroph_pct_mean	primary_bridge_broad_ge1u_ge1f	strict_unicellular_breadth_ge3u_ge1f	is_model_supported	is_highly_pure	is_candidate_inventory	top_1pct	top_5pct	top_10pct	top_20pct
GF_00222	1	0.1294953613153913	0.1294953613153913	0.1294953613153913	440	0	0			hypothetical protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	29	0.02212051868802441	Highly Pure	hypothetical protein	Stress / membrane / uncharacterized	Novel/uncertain candidate		1.0	False	False	False	True	True	False	True	True	True
GF_00394	1	0.0855762190956068	0.0855762190956068	0.0855762190956068	493	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	30	0.02288329519450801	Model-Supported	RNA recognition motif domain-containing protein	Other / unassigned	Novel/uncertain candidate	0.4549441786283891	0.8305084745762712	False	False	True	False	True	False	True	True	True
GF_00323	1	0.0750435809978487	0.0750435809978487	0.0750435809978487	511	0	0			peptide chain release factor 1	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	31	0.02364607170099161	Model-Supported	peptide chain release factor 1	Other / unassigned	Novel/uncertain candidate	0.6463317384370015	0.515527950310559	True	True	True	False	True	False	True	True	True
GF_00353	1	0.0733839557936754	0.0733839557936754	0.0733839557936754	515	0	0			30S ribosomal protein S5	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	32	0.02440884820747521	Model-Supported	30S ribosomal protein S5	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3281499202551834	0.4705882352941176	True	True	True	False	True	False	True	True	True
GF_00283	1	0.0731520110020623	0.0731520110020623	0.0731520110020623	518	0	0			phycobilisome rod-core linker polypeptide	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	33	0.02517162471395881	Highly Pure	phycobilisome rod-core linker polypeptide	Other / unassigned	Novel/uncertain candidate		0.9761904761904762	True	False	False	True	True	False	True	True	True
GF_00735	1	0.054017878774592	0.054017878774592	0.054017878774592	575	0	0			molecular chaperone DnaJ	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	34	0.02593440122044241	Highly Pure	molecular chaperone DnaJ	Other / unassigned	Novel/uncertain candidate		0.9571428571428572	False	False	False	True	True	False	True	True	True
GF_01842	1	0.0526497595010733	0.0526497595010733	0.0526497595010733	586	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	35	0.02669717772692601	Model-Supported	magnesium chelatase ATPase subunit D	Other / unassigned	Novel/uncertain candidate	0.3712121212121212	0.8846153846153846	False	False	True	False	True	False	True	True	True
GF_00536	1	0.0416745608488322	0.0416745608488322	0.0416745608488322	615	0	0			gas vesicle structural protein GvpA	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	36	0.02745995423340961	Model-Supported	gas vesicle structural protein GvpA	Other / unassigned	Novel/uncertain candidate	0.79585326953748	0.5309734513274337	True	True	True	False	True	False	True	True	True
GF_00775	1	0.0381226136403573	0.0381226136403573	0.0381226136403573	630	0	0			PspA/IM30 family protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	37	0.02822273073989321	Highly Pure	PspA/IM30 family protein	Other / unassigned	Novel/uncertain candidate		0.9833333333333332	False	False	False	True	True	False	True	True	True
GF_00893	1	0.0331522330340116	0.0331522330340116	0.0331522330340116	665	0	0			50S ribosomal protein L2	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	38	0.028985507246376812	Highly Pure	50S ribosomal protein L2	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.925925925925926	True	False	False	True	True	False	True	True	True
GF_01434	14	0.0311849693373731	0.006165959850814614	0.0007407826492374	678	0	0	GyRA homolog	homology_rbh	DNA gyrase subunit A; DNA topoisomerase (ATP-hydrolyzing) subunit A	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1; Trichodesmium erythraeum IMS101	cluster_id_to_GF; uniprot_id_to_GF	0	39	0.029748283752860413	Highly Pure	DNA topoisomerase (ATP-hydrolyzing) subunit A	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9852941176470588	False	False	False	True	True	False	True	True	True
GF_01231	1	0.0310214561118501	0.0310214561118501	0.0310214561118501	680	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	40	0.03051106025934401	Model-Supported	50S ribosomal protein L33	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.1762360446570973	0.3405572755417956	True	True	True	False	True	False	True	True	True
GF_00301	1	0.0305305063538881	0.0305305063538881	0.0305305063538881	683	0	0			30S ribosomal protein S2	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	41	0.031273836765827616	Highly Pure	30S ribosomal protein S2	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9583333333333334	False	False	False	True	True	False	True	True	True
GF_00435	1	0.0261811325837726	0.0261811325837726	0.0261811325837726	709	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	42	0.032036613272311214	Model-Supported	rod shape-determining protein	Other / unassigned	Novel/uncertain candidate	0.534688995215311	0.510989010989011	True	True	True	False	True	False	True	True	True
GF_00615	1	0.0256816515079884	0.0256816515079884	0.0256816515079884	712	0	0			F0F1 ATP synthase subunit gamma	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	43	0.03279938977879481	Model-Supported	F0F1 ATP synthase subunit gamma	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3680223285486443	0.7560975609756098	True	False	True	False	True	False	True	True	True
GF_00455	1	0.0231795900021605	0.0231795900021605	0.0231795900021605	744	0	0			chorismate synthase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	44	0.033562166285278416	Model-Supported	chorismate synthase	Other / unassigned	Novel/uncertain candidate	0.8740031897926634	0.6631578947368421	True	True	True	False	True	False	True	True	True
GF_01894	1	0.0211680479060264	0.0211680479060264	0.0211680479060264	764	0	0			RNA recognition motif domain-containing protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	45	0.034324942791762014	Highly Pure	RNA recognition motif domain-containing protein	Other / unassigned	Novel/uncertain candidate		0.9824561403508772	False	False	False	True	True	False	True	True	True
GF_01813	1	0.0209091535409563	0.0209091535409563	0.0209091535409563	769	0	0			phosphoglycerate kinase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	46	0.03508771929824561	Model-Supported	phosphoglycerate kinase	Other / unassigned	Novel/uncertain candidate	0.4094896331738437	0.5972222222222222	True	False	True	False	True	False	True	True	True
GF_00178	1	0.0148402800165833	0.0148402800165833	0.0148402800165833	852	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	47	0.03585049580472922	Model-Supported	50S ribosomal protein L36	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.2862838915470495	0.2934782608695652	True	True	True	False	True	False	True	True	True
GF_02165	5	0.014758625200929	0.00793046967863982	0.0057328460765483	854	0	0			Dps family protein	Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	48	0.036613272311212815	Highly Pure	Dps family protein	Other / unassigned	Novel/uncertain candidate		0.9545454545454546	True	False	False	True	True	False	True	True	True
GF_00300	1	0.0147021752235284	0.0147021752235284	0.0147021752235284	856	0	0			magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	49	0.03737604881769641	Model-Supported	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	Other / unassigned	Novel/uncertain candidate	0.9505582137161084	0.7864077669902912	True	True	True	False	True	False	True	True	True
GF_02262	1	0.0144357655452441	0.0144357655452441	0.0144357655452441	863	0	0			co-chaperone GroES	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	50	0.03813882532418002	Model-Supported	co-chaperone GroES	Other / unassigned	Novel/uncertain candidate	0.775518341307815	0.276657060518732	True	True	True	False	True	False	True	True	True
GF_02093	1	0.0138352919210836	0.0138352919210836	0.0138352919210836	883	0	0			polyribonucleotide nucleotidyltransferase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	51	0.038901601830663615	Model-Supported	polyribonucleotide nucleotidyltransferase	Other / unassigned	Novel/uncertain candidate	0.7468102073365231	0.7747747747747747	True	False	True	False	True	False	True	True	True
GF_00666	1	0.0135578137176007	0.0135578137176007	0.0135578137176007	888	0	0			AbrB family transcriptional regulator	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	52	0.03966437833714721	Highly Pure	AbrB family transcriptional regulator	Regulation	Novel/uncertain candidate		0.9333333333333332	True	False	False	True	True	False	True	True	True
GF_01617	1	0.0127722890166026	0.0127722890166026	0.0127722890166026	899	0	0			Dps family protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	53	0.04042715484363082	Model-Supported	Dps family protein	Other / unassigned	Novel/uncertain candidate	0.532695374800638	0.8266666666666667	False	False	True	False	True	False	True	True	True
GF_00370	1	0.0122071920029828	0.0122071920029828	0.0122071920029828	915	0	0			50S ribosomal protein L35	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	54	0.041189931350114416	Highly Pure	50S ribosomal protein L35	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9710144927536232	True	False	False	True	True	False	True	True	True
GF_02071	1	0.0098800407485654	0.0098800407485654	0.0098800407485654	971	0	0			methionine adenosyltransferase	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	55	0.041952707856598014	Model-Supported	methionine adenosyltransferase	Other / unassigned	Novel/uncertain candidate	0.8991228070175439	0.822429906542056	True	True	True	False	True	False	True	True	True
GF_00363	1	0.0094811109962602	0.0094811109962602	0.0094811109962602	984	0	0			30S ribosomal protein S7	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	56	0.04271548436308162	Model-Supported	30S ribosomal protein S7	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.8253588516746412	0.7864077669902912	True	False	True	False	True	False	True	True	True
GF_00349	1	0.0092768275172152	0.0092768275172152	0.0092768275172152	987	0	0			elongation factor Tu	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	57	0.043478260869565216	Model-Supported	elongation factor Tu	Other / unassigned	Novel/uncertain candidate	0.6168261562998405	0.3894736842105263	True	True	True	False	True	False	True	True	True
GF_00729	1	0.0084611293367722	0.0084611293367722	0.0084611293367722	1014	0	0			translation elongation factor 4	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	58	0.04424103737604882	Model-Supported	translation elongation factor 4	Other / unassigned	Novel/uncertain candidate	0.388755980861244	0.4163424124513619	True	True	True	False	True	False	True	True	True
GF_00658	1	0.0072198521203044	0.0072198521203044	0.0072198521203044	1061	0	0			ATP-dependent protease ATP-binding subunit ClpX	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	59	0.04500381388253242	Model-Supported	ATP-dependent protease ATP-binding subunit ClpX	Other / unassigned	Novel/uncertain candidate	0.6088516746411483	0.5706214689265536	True	True	True	False	True	False	True	True	True
GF_01509	1	0.0071087153211776	0.0071087153211776	0.0071087153211776	1070	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	60	0.04576659038901602	Highly Pure	DnaJ C-terminal domain-containing protein	Other / unassigned	Novel/uncertain candidate		0.9827586206896552	False	False	False	True	True	False	True	True	True
GF_00754	1	0.0068480430623129	0.0068480430623129	0.0068480430623129	1086	0	0			50S ribosomal protein L6	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	61	0.04652936689549962	Highly Pure	50S ribosomal protein L6	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9705882352941176	False	False	False	True	True	False	True	True	True
GF_00603	1	0.0063313027883674	0.0063313027883674	0.0063313027883674	1112	0	0			50S ribosomal protein L32	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	62	0.04729214340198322	Model-Supported	50S ribosomal protein L32	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.7651515151515151	0.6339285714285714	True	True	True	False	True	False	True	True	True
GF_01616	9	0.0053822542253348	0.0013937142415394012	0.0003225571511835	1167	0	0			fasciclin domain-containing protein	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	63	0.04805491990846682	Model-Supported	fasciclin domain-containing protein	Other / unassigned	Novel/uncertain candidate	0.4342105263157895	0.847457627118644	True	False	True	False	True	False	True	True	True
GF_00376	1	0.0048485913987241	0.0048485913987241	0.0048485913987241	1189	0	0			preprotein translocase subunit SecA	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	64	0.04881769641495042	Highly Pure	preprotein translocase subunit SecA	Other / unassigned	Novel/uncertain candidate		0.958904109589041	True	False	False	True	True	False	True	True	True
GF_02119	1	0.0048324474839163	0.0048324474839163	0.0048324474839163	1192	0	0			50S ribosomal protein L9	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	65	0.04958047292143402	Highly Pure	50S ribosomal protein L9	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9838709677419356	False	False	False	True	True	False	True	True	True
GF_01744	1	0.0047006818950848	0.0047006818950848	0.0047006818950848	1207	0	0			hypothetical protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	66	0.05034324942791762	Highly Pure	hypothetical protein	Stress / membrane / uncharacterized	Novel/uncertain candidate		0.9830508474576272	False	False	False	True	True	False	False	True	True
GF_00182	7	0.0046531092665405	0.0008734426792910481	9.104511853392931e-05	1213	0	0			photosystem I reaction center subunit II PsaD	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1	cluster_id_to_GF; uniprot_id_to_GF	0	67	0.05110602593440122	Highly Pure	photosystem I reaction center subunit II PsaD	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9850746268656716	False	False	False	True	True	False	False	True	True
GF_00208	1	0.0041377171324349	0.0041377171324349	0.0041377171324349	1252	0	0			30S ribosome-binding factor RbfA	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	68	0.05186880244088482	Model-Supported	30S ribosome-binding factor RbfA	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)	0.3831738437001595	0.8909090909090909	False	False	True	False	True	False	False	True	True
GF_00379	1	0.0040624298269148	0.0040624298269148	0.0040624298269148	1261	0	0			50S ribosomal protein L3	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	69	0.05263157894736842	Highly Pure	50S ribosomal protein L3	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9577464788732394	True	False	False	True	True	False	False	True	True
GF_00814	7	0.0034416116439691	0.0012028186641560791	0.0008903563267663	1327	0	7			NifU family protein	Microcystis aeruginosa NIES-843; Nostoc punctiforme PCC 73102; Nostoc sp. PCC 7120; Synechococcus elongatus PCC 7942; Synechocystis sp. PCC 6803; Thermosynechococcus elongatus BP-1; Trichodesmium erythraeum IMS101	cluster_id_to_GF; uniprot_id_to_GF	0	70	0.05339435545385202	Model-Supported	NifU family protein	Nitrogenase / nif machinery	Novel/uncertain candidate	0.507177033492823	0.3373493975903614	True	True	True	False	True	False	False	True	True
GF_01345	1	0.0033163109749493	0.0033163109749493	0.0033163109749493	1342	0	0			molecular chaperone DnaK	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	71	0.05415713196033562	Highly Pure	molecular chaperone DnaK	Other / unassigned	Novel/uncertain candidate		1.0	False	False	False	True	True	False	False	True	True
GF_00375	1	0.0031680513692923	0.0031680513692923	0.0031680513692923	1360	0	0				Nostoc sp. PCC 7120	uniprot_id_to_GF	0	72	0.05491990846681922	Highly Pure	ATP-dependent Clp protease ATP-binding subunit	Other / unassigned	Novel/uncertain candidate		0.9846153846153848	False	False	False	True	True	False	False	True	True
GF_00539	1	0.0031316628297938	0.0031316628297938	0.0031316628297938	1363	0	0			30S ribosomal protein S3	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	73	0.05568268497330282	Highly Pure	30S ribosomal protein S3	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)		0.9571428571428572	True	False	False	True	True	False	False	True	True
GF_00207	1	0.0029728347953863	0.0029728347953863	0.0029728347953863	1382	0	0			DUF1517 domain-containing protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	74	0.05644546147978642	Highly Pure	DUF1517 domain-containing protein	Stress / membrane / uncharacterized	Novel/uncertain candidate		0.9787234042553192	False	False	False	True	True	False	False	True	True
GF_00434	1	0.0029446927289353	0.0029446927289353	0.0029446927289353	1387	0	0			GuaB3 family IMP dehydrogenase-related protein	Nostoc sp. PCC 7120	uniprot_id_to_GF	0	75	0.057208237986270026	Model-Supported	GuaB3 family IMP dehydrogenase-related protein	Other / unassigned	FOX-consistent support function (plausible rediscovery)	0.6156299840510367	0.3115942028985507	True	True	True	False	True	False	False	True	True
